"","name","full_team","team","year","games_in_season","num_games_missing","num_games_injured","injury_types","earliest_injury","latest_injury","position_id","NFL_draft_year","NFL_draft_round","NFL_draft_rank","height_inches","weight_pounds","birthdate","forty_yd","three_cone","bench","broad_jump","combine_height","combine_weight","shuttle","vertical","game_starter"
"1938","Austin Seferian-Jenkins","Tampa Bay Buccaneers","tam",2014,16,7,10,"ankle foot thumb back",2,16,"TE",2014,2,38,77,262,"1992-09-29",4.75,0,20,0,77,262,0,0,1
"1971","Nathan Stupar","Atlanta Falcons","atl",2014,16,0,1,"knee",7,7,"OL",2012,7,230,74,240,"1988-03-14",4.65,6.84,21,116,74,241,4.28,31,0
"1973","Jim Leonhard","Cleveland Browns","cle",2014,16,0,3,"knee  ankle",1,8,"DEF",NA,NA,NA,68,188,"1982-10-27",4.63,0,19,0,68,191,0,0,1
"1974","Dion Sims","Miami Dolphins","mia",2014,16,2,6,"neck toe",2,14,"TE",2013,4,106,76,268,"1991-02-18",4.75,7.36,22,112,77,262,4.52,35,0
"1975","Jordan Matthews","Philadelphia Eagles","phi",2014,16,0,5,"oblique knee",4,16,"WR",2014,2,42,75,215,"1992-07-16",4.46,6.95,21,120,75,212,4.18,35.5,0
"1976","Matt Schaub","Las Vegas Raiders","rai",2014,16,3,3,"elbow  personal",1,5,"QB",2004,3,90,78,245,"1981-06-25",5.04,7.65,NA,110,78,243,4.62,30.5,0
"1977","Latavius Murray","Las Vegas Raiders","rai",2014,16,1,2,"concussion",12,13,"RB",2013,6,181,75,230,"1990-01-18",NA,NA,NA,NA,NA,NA,NA,NA,1
"1978","Kenbrell Thompkins","Las Vegas Raiders","rai",2014,16,0,1,"personal",8,8,"WR",NA,NA,NA,72,196,"1988-07-29",4.54,6.88,8,121,73,193,4.21,33.5,1
"1980","Dwan Edwards","Carolina Panthers","car",2014,18,0,2,"back knee",3,10,"DEF",2004,2,51,75,305,"1981-05-16",5.12,7.59,25,105,75,313,4.68,28,0
"2048","Matt Schaub","Baltimore Ravens","rav",2015,16,2,2,"chest",13,14,"QB",2004,3,90,78,245,"1981-06-25",5.04,7.65,NA,110,78,243,4.62,30.5,1
"2078","Kenbrell Thompkins","New York Jets","nyj",2015,16,0,1,"quadricep",16,16,"WR",NA,NA,NA,72,196,"1988-07-29",4.54,6.88,8,121,73,193,4.21,33.5,1
"2079","Dion Sims","Miami Dolphins","mia",2015,16,3,5,"concussion neck",2,12,"TE",2013,4,106,76,268,"1991-02-18",4.75,7.36,22,112,77,262,4.52,35,0
"2080","Richard Ash","Jacksonville Jaguars","jax",2015,NA,NA,NA,NA,NA,NA,"DEF",NA,NA,NA,75,320,"1992-08-04",NA,NA,NA,NA,NA,NA,NA,NA,0
"2082","Latavius Murray","Las Vegas Raiders","rai",2015,16,0,3,"shoulder concussion",5,9,"RB",2013,6,181,75,230,"1990-01-18",NA,NA,NA,NA,NA,NA,NA,NA,1
"2083","Jordan Matthews","Philadelphia Eagles","phi",2015,16,0,1,"back",14,14,"WR",2014,2,42,75,215,"1992-07-16",4.46,6.95,21,120,75,212,4.18,35.5,1
"2084","Nathan Stupar","Atlanta Falcons","atl",2015,NA,NA,NA,NA,NA,NA,"OL",2012,7,230,74,240,"1988-03-14",4.65,6.84,21,116,74,241,4.28,31,0
"2086","Austin Seferian-Jenkins","Tampa Bay Buccaneers","tam",2015,16,9,10,"shoulder",3,12,"TE",2014,2,38,77,262,"1992-09-29",4.75,0,20,0,77,262,0,0,0
"2088","Demetrius Harris","Kansas City Chiefs","kan",2015,18,0,3,"foot",1,3,"TE",NA,NA,NA,79,230,"1991-07-29",NA,NA,NA,NA,NA,NA,NA,NA,1
"2091","Dwan Edwards","Carolina Panthers","car",2015,19,4,12,"groin notinjuryrelated ankle foot",2,18,"DEF",2004,2,51,75,305,"1981-05-16",5.12,7.59,25,105,75,313,4.68,28,0
"2107","Austin Seferian-Jenkins","Tampa Bay Buccaneers","tam",2016,NA,NA,NA,NA,NA,NA,"TE",2014,2,38,77,262,"1992-09-29",4.75,0,20,0,77,262,0,0,0
"2143","Richard Ash","Jacksonville Jaguars","jax",2016,NA,NA,NA,NA,NA,NA,"DEF",NA,NA,NA,75,320,"1992-08-04",NA,NA,NA,NA,NA,NA,NA,NA,0
"2200","Matt Schaub","Atlanta Falcons","atl",2016,NA,NA,NA,NA,NA,NA,"QB",2004,3,90,78,245,"1981-06-25",5.04,7.65,NA,110,78,243,4.62,30.5,0
"2203","Jordan Matthews","Philadelphia Eagles","phi",2016,16,2,6,"back ankle",10,16,"WR",2014,2,42,75,215,"1992-07-16",4.46,6.95,21,120,75,212,4.18,35.5,1
"2205","Austin Seferian-Jenkins","New York Jets","nyj",2016,16,4,4,"ankle hamstring",6,16,"TE",2014,2,38,77,262,"1992-09-29",4.75,0,20,0,77,262,0,0,0
"2210","D.J. White","Kansas City Chiefs","kan",2016,17,3,3,"hand",7,9,"DEF",2016,6,178,71,193,"1993-09-09",4.49,7.18,17,132,71,193,4.33,33,0
"2212","Nathan Stupar","New Orleans Saints","nor",2016,NA,NA,NA,NA,NA,NA,"OL",2012,7,230,74,240,"1988-03-14",4.65,6.84,21,116,74,241,4.28,31,0
"2213","De'Vante Harris","New Orleans Saints","nor",2016,NA,NA,NA,NA,NA,NA,"DEF",NA,NA,NA,71,190,"1993-06-03",NA,NA,NA,NA,NA,NA,NA,NA,0
"2214","Clayton Fejedelem","Cincinnati Bengals","cin",2016,NA,NA,NA,NA,NA,NA,"DEF",2016,7,245,73,205,"1993-06-02",NA,NA,NA,NA,NA,NA,NA,NA,0
"2216","Richard Ash","Dallas Cowboys","dal",2016,NA,NA,NA,NA,NA,NA,"DEF",NA,NA,NA,75,320,"1992-08-04",NA,NA,NA,NA,NA,NA,NA,NA,0
"2219","Latavius Murray","Las Vegas Raiders","rai",2016,NA,NA,NA,NA,NA,NA,"RB",2013,6,181,75,230,"1990-01-18",NA,NA,NA,NA,NA,NA,NA,NA,1
"2220","Dion Sims","Miami Dolphins","mia",2016,NA,NA,NA,NA,NA,NA,"TE",2013,4,106,76,268,"1991-02-18",4.75,7.36,22,112,77,262,4.52,35,1
"2221","Demetrius Harris","Kansas City Chiefs","kan",2016,NA,NA,NA,NA,NA,NA,"TE",NA,NA,NA,79,230,"1991-07-29",NA,NA,NA,NA,NA,NA,NA,NA,0
"2268","Nathan Stupar","New Orleans Saints","nor",2017,18,13,13,"knee",6,18,"OL",2012,7,230,74,240,"1988-03-14",4.65,6.84,21,116,74,241,4.28,31,0
"2321","De'Vante Harris","New Orleans Saints","nor",2017,NA,NA,NA,NA,NA,NA,"DEF",NA,NA,NA,71,190,"1993-06-03",NA,NA,NA,NA,NA,NA,NA,NA,1
"2325","Jordan Matthews","Buffalo Bills","buf",2017,17,7,10,"thumb knee",5,17,"WR",2014,2,42,75,215,"1992-07-16",4.46,6.95,21,120,75,212,4.18,35.5,1
"2353","Austin Seferian-Jenkins","New York Jets","nyj",2017,16,1,1,"ribs",16,16,"TE",2014,2,38,77,262,"1992-09-29",4.75,0,20,0,77,262,0,0,0
"2356","Clayton Fejedelem","Cincinnati Bengals","cin",2017,NA,NA,NA,NA,NA,NA,"DEF",2016,7,245,73,205,"1993-06-02",NA,NA,NA,NA,NA,NA,NA,NA,0
"2357","D.J. White","Indianapolis Colts","clt",2017,NA,NA,NA,NA,NA,NA,"DEF",2016,6,178,71,193,"1993-09-09",4.49,7.18,17,132,71,193,4.33,33,0
"2359","Dion Sims","Chicago Bears","chi",2017,16,2,3,"illness",9,11,"TE",2013,4,106,76,268,"1991-02-18",4.75,7.36,22,112,77,262,4.52,35,1
"2360","Calvin Munson","New York Giants","nyg",2017,16,2,3,"quadricep",7,11,"OL",NA,NA,NA,72,243,"1994-12-27",NA,NA,NA,NA,NA,NA,NA,NA,1
"2361","Richard Ash","Dallas Cowboys","dal",2017,16,6,7,"back  shoulder",1,16,"DEF",NA,NA,NA,75,320,"1992-08-04",NA,NA,NA,NA,NA,NA,NA,NA,0
"2364","Demetrius Harris","Kansas City Chiefs","kan",2017,NA,NA,NA,NA,NA,NA,"TE",NA,NA,NA,79,230,"1991-07-29",NA,NA,NA,NA,NA,NA,NA,NA,0
"2368","Keelan Cole","Jacksonville Jaguars","jax",2017,NA,NA,NA,NA,NA,NA,"WR",NA,NA,NA,73,194,"1993-04-20",NA,NA,NA,NA,NA,NA,NA,NA,0
"2369","Latavius Murray","Minnesota Vikings","min",2017,NA,NA,NA,NA,NA,NA,"RB",2013,6,181,75,230,"1990-01-18",NA,NA,NA,NA,NA,NA,NA,NA,1
"2399","Kyzir White","Los Angeles Chargers","sdg",2018,18,15,15,"knee",4,18,"DEF",2018,4,119,74,216,"1996-03-24",NA,NA,21,113,74,216,NA,35.5,1
"2416","Austin Seferian-Jenkins","Jacksonville Jaguars","jax",2018,16,11,11,"abdominal",6,16,"TE",2014,2,38,77,262,"1992-09-29",4.75,0,20,0,77,262,0,0,1
"2447","Desmond Harrison","Cleveland Browns","cle",2018,16,2,2,"illness",9,10,"OL",NA,NA,NA,78,295,"1993-10-08",NA,NA,NA,NA,NA,NA,NA,NA,1
"2454","Dion Sims","Chicago Bears","chi",2018,17,9,9,"concussion",9,17,"TE",2013,4,106,76,268,"1991-02-18",4.75,7.36,22,112,77,262,4.52,35,1
"2460","Demone Harris","Tampa Bay Buccaneers","tam",2018,NA,NA,NA,NA,NA,NA,"DEF",NA,NA,NA,76,272,"1995-12-30",NA,NA,NA,NA,NA,NA,NA,NA,0
"2498","Matt Schaub","Atlanta Falcons","atl",2018,NA,NA,NA,NA,NA,NA,"QB",2004,3,90,78,245,"1981-06-25",5.04,7.65,NA,110,78,243,4.62,30.5,0
"2512","Jalyn Holmes","Minnesota Vikings","min",2018,NA,NA,NA,NA,NA,NA,"DEF",2018,4,102,77,283,"1996-01-25",4.82,NA,25,NA,77,283,NA,32,0
"2517","De'Vante Harris","Tampa Bay Buccaneers","tam",2018,16,6,6,"hamstring",1,6,"DEF",NA,NA,NA,71,190,"1993-06-03",NA,NA,NA,NA,NA,NA,NA,NA,0
"2518","Keelan Cole","Jacksonville Jaguars","jax",2018,NA,NA,NA,NA,NA,NA,"WR",NA,NA,NA,73,194,"1993-04-20",NA,NA,NA,NA,NA,NA,NA,NA,1
"2519","Robert Tonyan","Green Bay Packers","gnb",2018,NA,NA,NA,NA,NA,NA,"TE",NA,NA,NA,77,237,"1994-04-30",NA,NA,NA,NA,NA,NA,NA,NA,1
"2520","Clayton Fejedelem","Cincinnati Bengals","cin",2018,NA,NA,NA,NA,NA,NA,"DEF",2016,7,245,73,205,"1993-06-02",NA,NA,NA,NA,NA,NA,NA,NA,0
"2521","Nathan Stupar","New York Giants","nyg",2018,NA,NA,NA,NA,NA,NA,"OL",2012,7,230,74,240,"1988-03-14",4.65,6.84,21,116,74,241,4.28,31,0
"2522","Latavius Murray","Minnesota Vikings","min",2018,NA,NA,NA,NA,NA,NA,"RB",2013,6,181,75,230,"1990-01-18",NA,NA,NA,NA,NA,NA,NA,NA,0
"2525","Jordan Matthews","Philadelphia Eagles","phi",2018,NA,NA,NA,NA,NA,NA,"WR",2014,2,42,75,215,"1992-07-16",4.46,6.95,21,120,75,212,4.18,35.5,0
"2526","Demetrius Harris","Kansas City Chiefs","kan",2018,18,0,1,"knee",13,13,"TE",NA,NA,NA,79,230,"1991-07-29",NA,NA,NA,NA,NA,NA,NA,NA,0
"2596","Garrett Wolfe","Chicago Bears","chi",2009,16,8,8,"back back/kidney kidney",9,16,"RB",2007,3,93,67,171,"1984-08-17",4.39,6.69,22,116,67,186,4.08,35.5,0
"2670","Robaire Smith","Cleveland Browns","cle",2009,16,1,8,"calf shoulder groin",6,16,"DEF",2000,6,197,77,310,"1977-11-15",4.88,0,0,0,76,275,0,0,1
"2671","Mike Sims-Walker","Jacksonville Jaguars","jax",2009,16,0,4,"knee calf",11,14,"WR",2007,3,79,74,197,"1984-11-21",4.35,6.92,18,121,74,209,4.39,36.5,1
"2672","Jeff Backus","Detroit Lions","det",2009,NA,NA,NA,NA,NA,NA,"OL",2001,1,18,77,305,"1977-09-21",5.37,8.27,25,99,77,310,4.67,27,1
"2674","Alex Barron","Los Angeles Rams","ram",2009,16,0,1,"thigh",4,4,"OL",2005,1,19,80,315,"1982-09-28",4.87,7.83,0,112,79,320,4.56,35.5,1
"2675","John Greco","Los Angeles Rams","ram",2009,16,2,4,"wrist  thumb",1,15,"OL",2008,3,65,76,318,"1985-03-24",5.29,8.03,30,108,77,305,4.82,26,1
"2677","Brandon Flowers","Kansas City Chiefs","kan",2009,16,1,6,"shoulder",1,16,"DEF",2008,2,35,70,190,"1986-02-18",4.55,0,14,117,70,189,0,30,1
"2678","Jay Richardson","Las Vegas Raiders","rai",2009,NA,NA,NA,NA,NA,NA,"DEF",2007,5,138,77,276,"1984-01-27",5,7.5,20,112,78,279,4.54,33,0
"2679","Chris Morris","Las Vegas Raiders","rai",2009,NA,NA,NA,NA,NA,NA,"OL",2006,7,214,76,305,"1983-02-22",NA,NA,NA,NA,NA,NA,NA,NA,1
"2681","Early Doucet","Arizona Cardinals","crd",2009,18,3,3,"ribs",1,3,"WR",2008,3,81,72,211,"1985-10-28",4.59,0,0,0,72,209,0,0,0
"2683","Ryan Longwell","Minnesota Vikings","min",2009,NA,NA,NA,NA,NA,NA,"K",NA,NA,NA,72,200,"1974-08-16",NA,NA,NA,NA,NA,NA,NA,NA,0
"2686","Jamar Wall","Houston Texans","htx",2010,NA,NA,NA,NA,NA,NA,"DEF",2010,6,196,70,195,"1988-01-10",4.52,0,15,0,70,204,0,0,0
"2728","Robaire Smith","Cleveland Browns","cle",2010,16,11,14,"ankle back",3,16,"DEF",2000,6,197,77,310,"1977-11-15",4.88,0,0,0,76,275,0,0,1
"2752","John Greco","Los Angeles Rams","ram",2010,NA,NA,NA,NA,NA,NA,"OL",2008,3,65,76,318,"1985-03-24",5.29,8.03,30,108,77,305,4.82,26,0
"2790","Chris Morris","Carolina Panthers","car",2010,NA,NA,NA,NA,NA,NA,"OL",2006,7,214,76,305,"1983-02-22",NA,NA,NA,NA,NA,NA,NA,NA,0
"2813","Alex Barron","Dallas Cowboys","dal",2010,NA,NA,NA,NA,NA,NA,"OL",2005,1,19,80,315,"1982-09-28",4.87,7.83,0,112,79,320,4.56,35.5,0
"2814","Early Doucet","Arizona Cardinals","crd",2010,16,6,10,"groin hernia head hip",2,16,"WR",2008,3,81,72,211,"1985-10-28",4.59,0,0,0,72,209,0,0,1
"2823","Joe Pawelek","Seattle Seahawks","sea",2010,NA,NA,NA,NA,NA,NA,"DEF",NA,NA,NA,74,237,"1986-12-08",NA,NA,NA,NA,NA,NA,NA,NA,0
"2828","Jamar Wall","Philadelphia Eagles","phi",2010,NA,NA,NA,NA,NA,NA,"DEF",2010,6,196,70,195,"1988-01-10",4.52,0,15,0,70,204,0,0,0
"2830","Isaiah Greenhouse","Houston Texans","htx",2010,NA,NA,NA,NA,NA,NA,"DEF",NA,NA,NA,74,232,"1987-07-15",NA,NA,NA,NA,NA,NA,NA,NA,0
"2831","Mike Sims-Walker","Jacksonville Jaguars","jax",2010,16,2,8,"shoulder ankle",7,16,"WR",2007,3,79,74,197,"1984-11-21",4.35,6.92,18,121,74,209,4.39,36.5,1
"2833","Jeff Backus","Detroit Lions","det",2010,NA,NA,NA,NA,NA,NA,"OL",2001,1,18,77,305,"1977-09-21",5.37,8.27,25,99,77,310,4.67,27,1
"2834","Marcus Sherels","Minnesota Vikings","min",2010,NA,NA,NA,NA,NA,NA,"DEF",NA,NA,NA,70,175,"1987-09-30",NA,NA,NA,NA,NA,NA,NA,NA,0
"2835","Ryan Longwell","Minnesota Vikings","min",2010,NA,NA,NA,NA,NA,NA,"K",NA,NA,NA,72,200,"1974-08-16",NA,NA,NA,NA,NA,NA,NA,NA,0
"2838","Michael Palmer","Atlanta Falcons","atl",2010,NA,NA,NA,NA,NA,NA,"TE",NA,NA,NA,77,260,"1988-01-18",NA,NA,NA,NA,NA,NA,NA,NA,0
"2841","Brandon Flowers","Kansas City Chiefs","kan",2010,17,1,2,"hamstring",11,12,"DEF",2008,2,35,70,190,"1986-02-18",4.55,0,14,117,70,189,0,30,1
"2845","Jay Richardson","Seattle Seahawks","sea",2010,NA,NA,NA,NA,NA,NA,"DEF",2007,5,138,77,276,"1984-01-27",5,7.5,20,112,78,279,4.54,33,0
"2846","Garrett Wolfe","Chicago Bears","chi",2010,NA,NA,NA,NA,NA,NA,"RB",2007,3,93,67,171,"1984-08-17",4.39,6.69,22,116,67,186,4.08,35.5,0
"2848","Bryan Bulaga","Green Bay Packers","gnb",2010,20,0,3,"hip  ankle shoulder",1,18,"OL",2010,1,23,77,314,"1989-03-21",5.2,7.7,26,98,77,314,4.75,27.5,1
"2888","Mike Sims-Walker","Los Angeles Rams","ram",2011,NA,NA,NA,NA,NA,NA,"WR",2007,3,79,74,197,"1984-11-21",4.35,6.92,18,121,74,209,4.39,36.5,1
"2920","Mike Sims-Walker","Jacksonville Jaguars","jax",2011,16,4,5,"illness knee",8,12,"WR",2007,3,79,74,197,"1984-11-21",4.35,6.92,18,121,74,209,4.39,36.5,0
"2942","Julian Vandervelde","Philadelphia Eagles","phi",2011,16,2,2,"elbow",6,7,"OL",2011,5,161,74,301,"1987-10-07",5.12,7.46,23,104,74,301,4.59,31,0
"2970","Mike Tepper","Indianapolis Colts","clt",2011,NA,NA,NA,NA,NA,NA,"OL",NA,NA,NA,77,320,"1985-12-11",5.31,7.95,28,94,77,324,5.25,26.5,1
"3013","Johnny White","Buffalo Bills","buf",2011,16,3,5,"ankle illness concussion",4,16,"RB",2011,5,133,70,200,"1988-02-03",4.5,7.07,0,117,70,209,4.31,32.5,0
"3014","John Greco","Cleveland Browns","cle",2011,NA,NA,NA,NA,NA,NA,"OL",2008,3,65,76,318,"1985-03-24",5.29,8.03,30,108,77,305,4.82,26,0
"3017","Marcus Sherels","Minnesota Vikings","min",2011,16,0,1,"chest",3,3,"DEF",NA,NA,NA,70,175,"1987-09-30",NA,NA,NA,NA,NA,NA,NA,NA,0
"3018","Ryan Longwell","Minnesota Vikings","min",2011,NA,NA,NA,NA,NA,NA,"K",NA,NA,NA,72,200,"1974-08-16",NA,NA,NA,NA,NA,NA,NA,NA,0
"3020","Brandon Flowers","Kansas City Chiefs","kan",2011,16,0,2,"ankle back",4,10,"DEF",2008,2,35,70,190,"1986-02-18",4.55,0,14,117,70,189,0,30,1
"3021","Early Doucet","Arizona Cardinals","crd",2011,16,0,2,"hamstring quadricep",5,7,"WR",2008,3,81,72,211,"1985-10-28",4.59,0,0,0,72,209,0,0,0
"3023","Colin Cochart","Cincinnati Bengals","cin",2011,NA,NA,NA,NA,NA,NA,"TE",NA,NA,NA,76,260,"1987-07-07",NA,NA,NA,NA,NA,NA,NA,NA,0
"3024","Jeff Backus","Detroit Lions","det",2011,17,0,0,"",Inf,-Inf,"OL",2001,1,18,77,305,"1977-09-21",5.37,8.27,25,99,77,310,4.67,27,1
"3025","Michael Palmer","Atlanta Falcons","atl",2011,17,0,3,"ankle knee",5,17,"TE",NA,NA,NA,77,260,"1988-01-18",NA,NA,NA,NA,NA,NA,NA,NA,0
"3026","Ben Tate","Houston Texans","htx",2011,18,1,9,"quadricep back groin groin/achilles ankle foot/ankle hamstring shoulder",2,18,"RB",2010,2,58,71,214,"1988-08-21",4.34,6.91,26,124,71,220,4.12,40.5,0
"3027","Bryan Bulaga","Green Bay Packers","gnb",2011,17,4,6,"knee",4,17,"OL",2010,1,23,77,314,"1989-03-21",5.2,7.7,26,98,77,314,4.75,27.5,1
"3052","Johnny White","Buffalo Bills","buf",2012,NA,NA,NA,NA,NA,NA,"RB",2011,5,133,70,200,"1988-02-03",4.5,7.07,0,117,70,209,4.31,32.5,0
"3086","Bryan Bulaga","Green Bay Packers","gnb",2012,18,9,11,"knee hip",4,18,"OL",2010,1,23,77,314,"1989-03-21",5.2,7.7,26,98,77,314,4.75,27.5,1
"3108","Johnny White","Green Bay Packers","gnb",2012,18,5,6,"illness concussion",10,16,"RB",2011,5,133,70,200,"1988-02-03",4.5,7.07,0,117,70,209,4.31,32.5,0
"3120","Early Doucet","Arizona Cardinals","crd",2012,16,4,6,"ribs concussion",11,16,"WR",2008,3,81,72,211,"1985-10-28",4.59,0,0,0,72,209,0,0,0
"3136","Jordan White","New York Jets","nyj",2012,NA,NA,NA,NA,NA,NA,"WR",2012,7,244,72,208,"1988-06-04",4.63,6.84,14,119,72,208,4.13,35,0
"3137","John Greco","Cleveland Browns","cle",2012,16,1,4,"calf  ankle thumb",1,16,"OL",2008,3,65,76,318,"1985-03-24",5.29,8.03,30,108,77,305,4.82,26,1
"3139","Jeff Backus","Detroit Lions","det",2012,16,1,5,"finger hamstring",9,13,"OL",2001,1,18,77,305,"1977-09-21",5.37,8.27,25,99,77,310,4.67,27,1
"3142","A.J. Davis","New Orleans Saints","nor",2012,16,0,1,"ankle",16,16,"DEF",NA,NA,NA,72,183,"1989-07-06",NA,NA,NA,NA,NA,NA,NA,NA,0
"3143","Brandon Flowers","Kansas City Chiefs","kan",2012,16,1,7,"foot  heel hamstring chest",1,15,"DEF",2008,2,35,70,190,"1986-02-18",4.55,0,14,117,70,189,0,30,1
"3144","Ben Tate","Houston Texans","htx",2012,18,6,14,"head  foot hamstring hamstring/foot",1,18,"RB",2010,2,58,71,214,"1988-08-21",4.34,6.91,26,124,71,220,4.12,40.5,0
"3145","Marcus Sherels","Minnesota Vikings","min",2012,17,0,4,"ankle  quadricep quadricep/elbow",1,16,"DEF",NA,NA,NA,70,175,"1987-09-30",NA,NA,NA,NA,NA,NA,NA,NA,0
"3147","Ryan Longwell","Seattle Seahawks","sea",2012,NA,NA,NA,NA,NA,NA,"K",NA,NA,NA,72,200,"1974-08-16",NA,NA,NA,NA,NA,NA,NA,NA,0
"3148","Michael Palmer","Atlanta Falcons","atl",2012,18,3,5,"shoulder back",4,12,"TE",NA,NA,NA,77,260,"1988-01-18",NA,NA,NA,NA,NA,NA,NA,NA,0
"3176","Jay Richardson","New Orleans Saints","nor",2013,NA,NA,NA,NA,NA,NA,"DEF",2007,5,138,77,276,"1984-01-27",5,7.5,20,112,78,279,4.54,33,0
"3229","Ben Tate","Houston Texans","htx",2013,16,2,15,"shoulder elbow ribs ribs/ankle",2,16,"RB",2010,2,58,71,214,"1988-08-21",4.34,6.91,26,124,71,220,4.12,40.5,1
"3236","Julian Vandervelde","Philadelphia Eagles","phi",2013,17,2,3,"knee back",10,17,"OL",2011,5,161,74,301,"1987-10-07",5.12,7.46,23,104,74,301,4.59,31,0
"3238","Marcus Sherels","Minnesota Vikings","min",2013,16,0,2,"shoulder",15,16,"DEF",NA,NA,NA,70,175,"1987-09-30",NA,NA,NA,NA,NA,NA,NA,NA,0
"3239","Michael Palmer","Pittsburgh Steelers","pit",2013,NA,NA,NA,NA,NA,NA,"TE",NA,NA,NA,77,260,"1988-01-18",NA,NA,NA,NA,NA,NA,NA,NA,0
"3240","John Greco","Cleveland Browns","cle",2013,16,2,4,"knee",13,16,"OL",2008,3,65,76,318,"1985-03-24",5.29,8.03,30,108,77,305,4.82,26,1
"3241","Brandon Flowers","Kansas City Chiefs","kan",2013,17,2,6,"knee groin",3,15,"DEF",2008,2,35,70,190,"1986-02-18",4.55,0,14,117,70,189,0,30,1
"3243","Onterio McCalebb","Cincinnati Bengals","cin",2014,NA,NA,NA,NA,NA,NA,"RB",NA,NA,NA,70,168,"1989-08-10",4.34,0,0,121,70,168,0,34,0
"3284","Julian Vandervelde","Philadelphia Eagles","phi",2014,NA,NA,NA,NA,NA,NA,"OL",2011,5,161,74,301,"1987-10-07",5.12,7.46,23,104,74,301,4.59,31,0
"3301","Ben Tate","Cleveland Browns","cle",2014,16,2,6,"knee finger",1,6,"RB",2010,2,58,71,214,"1988-08-21",4.34,6.91,26,124,71,220,4.12,40.5,0
"3330","Ben Tate","Minnesota Vikings","min",2014,NA,NA,NA,NA,NA,NA,"RB",2010,2,58,71,214,"1988-08-21",4.34,6.91,26,124,71,220,4.12,40.5,0
"3336","Michael Palmer","Pittsburgh Steelers","pit",2014,17,2,2,"groin",16,17,"TE",NA,NA,NA,77,260,"1988-01-18",NA,NA,NA,NA,NA,NA,NA,NA,1
"3338","John Greco","Cleveland Browns","cle",2014,16,0,1,"knee",5,5,"OL",2008,3,65,76,318,"1985-03-24",5.29,8.03,30,108,77,305,4.82,26,1
"3341","Brandon Flowers","Los Angeles Chargers","sdg",2014,16,2,6,"groin hip concussion",2,10,"DEF",2008,2,35,70,190,"1986-02-18",4.55,0,14,117,70,189,0,30,1
"3342","Marcus Sherels","Minnesota Vikings","min",2014,NA,NA,NA,NA,NA,NA,"DEF",NA,NA,NA,70,175,"1987-09-30",NA,NA,NA,NA,NA,NA,NA,NA,0
"3343","Ben Tate","Pittsburgh Steelers","pit",2014,NA,NA,NA,NA,NA,NA,"RB",2010,2,58,71,214,"1988-08-21",4.34,6.91,26,124,71,220,4.12,40.5,1
"3344","George Winn","Detroit Lions","det",2014,NA,NA,NA,NA,NA,NA,"RB",NA,NA,NA,71,218,"1990-11-10",4.75,0,22,119,70,218,0,34.5,0
"3346","Bryan Bulaga","Green Bay Packers","gnb",2014,18,1,4,"knee concussion",2,15,"OL",2010,1,23,77,314,"1989-03-21",5.2,7.7,26,98,77,314,4.75,27.5,1
"3358","A.J. Francis","Miami Dolphins","mia",2015,16,2,2,"back",5,6,"DEF",NA,NA,NA,77,337,"1990-05-07",NA,NA,NA,NA,NA,NA,NA,NA,0
"3400","Julian Vandervelde","Philadelphia Eagles","phi",2015,NA,NA,NA,NA,NA,NA,"OL",2011,5,161,74,301,"1987-10-07",5.12,7.46,23,104,74,301,4.59,31,0
"3416","Brandon Flowers","Los Angeles Chargers","sdg",2015,16,4,8,"knee concussion",2,16,"DEF",2008,2,35,70,190,"1986-02-18",4.55,0,14,117,70,189,0,30,1
"3421","George Winn","Detroit Lions","det",2015,NA,NA,NA,NA,NA,NA,"RB",NA,NA,NA,71,218,"1990-11-10",4.75,0,22,119,70,218,0,34.5,0
"3424","A.J. Francis","Seattle Seahawks","sea",2015,NA,NA,NA,NA,NA,NA,"DEF",NA,NA,NA,77,337,"1990-05-07",NA,NA,NA,NA,NA,NA,NA,NA,0
"3427","John Greco","Cleveland Browns","cle",2015,16,2,2,"knee",15,16,"OL",2008,3,65,76,318,"1985-03-24",5.29,8.03,30,108,77,305,4.82,26,1
"3434","A.J. Tarpley","Buffalo Bills","buf",2015,16,0,1,"concussion",8,8,"DEF",NA,NA,NA,74,242,"1992-04-30",NA,NA,NA,NA,NA,NA,NA,NA,1
"3439","Marcus Sherels","Minnesota Vikings","min",2015,17,0,2,"shoulder",9,10,"DEF",NA,NA,NA,70,175,"1987-09-30",NA,NA,NA,NA,NA,NA,NA,NA,0
"3441","Bryan Bulaga","Green Bay Packers","gnb",2015,18,4,14,"knee ankle ankle",2,17,"OL",2010,1,23,77,314,"1989-03-21",5.2,7.7,26,98,77,314,4.75,27.5,1
"3442","Chris Boswell","Pittsburgh Steelers","pit",2015,NA,NA,NA,NA,NA,NA,"K",NA,NA,NA,74,185,"1991-03-16",4.93,NA,NA,NA,74,185,NA,NA,0
"3483","Brandon Flowers","Los Angeles Chargers","sdg",2016,16,10,10,"concussion concussion",4,16,"DEF",2008,2,35,70,190,"1986-02-18",4.55,0,14,117,70,189,0,30,1
"3490","John Greco","Cleveland Browns","cle",2016,16,4,4,"foot",13,16,"OL",2008,3,65,76,318,"1985-03-24",5.29,8.03,30,108,77,305,4.82,26,1
